,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14
2020-01-27,0.003990463456401241,-0.02772592756426661,0.019559123082507006,0.003900933226879322,-0.006524085823870136,-0.0039095337518759874,0.00493741777349201,-0.0011610393903436218,-0.02030684467781493,0.02064492861359324,-0.0011054065723246143,0.010201727117157963,-0.006920498477843783,0.015363770542458051,0.0028634368889229197
2020-01-28,0.006088438344754624,-0.010452533661469489,0.012111452896826969,0.006898181645347963,0.013018462295649987,-0.006280875596415587,-0.0048102711846079145,0.02303916697683944,-0.010600158227215564,-0.0013594970067830126,0.011368913626026902,0.0009772496771484585,0.005829536797532831,-0.003994490292628886,0.0037005588784751286
2020-01-29,-0.01306526851735311,0.016581306796182013,-0.0011816404512856732,-0.006801782039968496,0.006663830820319181,-0.004607197873885523,-0.013342584714027514,-0.013467175057975499,0.006937731526901244,-0.0015957343814626622,-0.0013370155966843634,0.010777438059762745,-0.011268258087567375,-0.007306777528648178,-0.003848798091812627
2020-01-30,0.0009435158931707841,-0.0004217145129057485,-0.0028688719238991224,-0.0006162640209565262,-0.0010730527629116845,-0.007196043885518027,-0.008129929885540637,0.002745163577239262,-0.008909150829955161,-0.01157355259190851,-0.0031229225112568023,-0.0015766701616382378,0.022567234972982207,-0.007047002758562231,0.009432607249695017
2020-01-31,0.007471883342046266,-0.011889449552037494,0.00773252977402606,-0.011838806401933175,-0.02659172237996744,0.006063195243593863,-0.017558905834377306,0.004509344618059093,-0.006840108977372271,0.016595507961898622,0.010685093993160116,-0.004533858038513944,-0.006878376110286911,-0.012140774030941178,-0.004409226322925917
2020-02-03,-0.002803554951845155,-0.003646935443916696,0.0015670385527235904,0.005785214977288957,0.003496544569931777,-0.007641439239064504,-0.014377914738015769,0.013645318481024639,-0.006894491845499365,-0.006522935999350284,-0.0052118931230109595,-0.018430695501566497,-0.0047797400404048455,-0.004796558140079633,0.00620358298343504
2020-02-04,0.006984571491073434,3.770889086265598e-05,0.009318483741143017,0.003399649838012641,-0.0001568211160255293,0.0016092816829823288,-0.0019065349358138226,-0.003948495140334479,-0.002677335368939777,-0.01128011331470007,0.0028044170531629606,-0.009931236109295853,0.008416312640736452,-0.0024945858016093415,0.0004949498165009881
2020-02-05,0.004938367762809568,0.006433144650629397,-0.015706234086334665,-0.002069036761639734,0.008801789120807955,-0.016981058194322496,0.0038728047539505657,-0.022555642294021773,-0.010225068436356047,0.0003863055184019969,-0.016567151023219442,-0.009855107376841487,-0.014718350074635974,0.016481349322075605,0.0016422775548734373
2020-02-06,0.005672902778526613,-0.00222675100515157,-0.003534317487571757,-0.016164741886510414,-0.0029183736274787367,-0.007614922118116196,0.008579239242923482,0.01141101866657561,0.014665787155741915,0.008525519394612463,-0.00598653936922988,-0.011158969859603969,0.007666631816450972,0.003562928174722895,-0.017685384506770076
2020-02-07,0.003554817927437674,0.008145198224878539,0.0005892558918162123,-0.0018505367100933175,-0.00807648487616361,-0.01446534699563391,0.008002979493400043,-0.0030911444477170883,-0.0023346666154370308,0.017327211869191308,0.006845011068591866,0.003708250012811046,0.0014206180518723031,0.015199948607657781,0.01719589307416204
2020-02-10,0.009295051114795373,0.005822245913979285,-0.02094603071206139,0.0012372191423350154,-0.0013010695419370278,0.0009395322938555971,0.0094304608732253,-0.0273967716718956,-0.005693120534701747,0.002699043549407524,-0.004668455460527713,-0.014169061131262638,0.008689634868968045,0.002768719058461388,-0.009711045704444829
2020-02-11,0.0031481720451583153,0.008215857120497938,5.292646299356665e-05,0.008005648034310097,0.0007826017516166482,-0.003952289826543503,-0.011594205163999118,-0.0008593076697161827,0.0019429293804576987,0.008758327615873397,-0.001151074684872314,0.004574156062210078,-0.009646120137337254,-0.007826291558275312,-0.001103892990268892
2020-02-12,-0.010546284639850113,0.008202478373246795,0.004631303293186169,0.002790957643924433,0.003389041252159654,0.02021043561484808,-0.004688641879667979,-0.02201441285500558,0.001993001968964779,-0.0005060354096167134,-0.0051751904251040835,-0.009788298593587747,-0.004391895218021489,0.0018133842921781006,-0.005028167006425413
2020-02-13,0.02412453679543752,-0.009605043816331428,-0.007931173627076616,-0.02288620040014531,0.002514844150215456,-0.020164066277997616,-0.005394546333745042,-0.0027567053456056235,-0.007097279658468847,0.017388726774545164,0.009943943913154977,0.013191368763015979,-0.008824188185499253,0.011285940645145718,0.004960009463439747
2020-02-14,0.0077140594867684,0.010294388287827742,-0.009087632459590694,-0.004243176209779046,0.008625960113284328,-0.026556190929749278,0.015133280825732218,0.005531320642075728,-0.00045703960660236574,0.0022050765575715803,-0.01029935283308974,-0.003499433645891096,0.01100284338220386,0.012980219723262278,0.026962240525635884
2020-02-17,-0.0007392466628041026,-0.0065855296680501114,-0.005142339659399916,-0.010180418752873822,-0.000778547559408567,0.0038273243001226854,-0.00034242280531950715,0.010963468456657815,-0.002342158013445507,-0.0034745065249855234,-0.005812684768603206,-0.016326345262344954,-0.015677677243084522,-0.011791579306376886,0.013014280716647456
2020-02-18,0.008952602728899212,0.013749640663929882,-0.013322116545945157,-0.01968624689786007,-0.0066005632013409875,0.0017581895329603788,0.004986902749098322,0.010479721559680783,0.0028427967080722864,0.017426687806556387,-0.0022260568094831993,-0.009130792180418002,-0.01681218215494438,-0.008889713580954561,0.0024211796098511595
2020-02-19,-0.008887202573536337,0.009367424635352633,0.014123277060374508,-0.02369586905226612,0.008640523004976497,-0.022396040586617334,0.004014990550902955,0.012248705641936568,0.0006485610634357662,-0.012796891732042376,-0.005854312042777854,-0.002616454457108936,-0.0018224478378994346,-0.0020289684076667943,-0.001098827793092991
2020-02-20,0.002134800489101779,-0.012085736537332237,-0.002420198298702099,0.015182611703556875,-0.003846454231425166,-0.00443836093155203,0.010781973037142184,-0.02559184666344092,0.011813786012882955,-0.006319037580051786,0.0016392857245259194,0.0009632135592118411,0.009424681192203882,-0.002675947462353252,-0.006780257815644585
2020-02-21,0.012978457906511,-0.023641738171411894,0.00020334181705233007,-0.013479254226291142,-0.0076157338825655115,0.02011256681463128,-0.00044595426455850133,0.001950696971513572,-0.017815628557055936,-0.007290446587946862,0.0019655740072878165,0.0035475769311322037,0.006168865543932648,8.627898917581819e-05,0.005270042084546768
2020-02-24,0.004537819126356654,-0.018297404110045292,0.00037005721910147137,0.007679024077326992,0.005898798207345205,-0.003638588099707769,-0.008056265075393695,-0.011183119243216345,-0.0013105401154140084,0.01133079879559726,-0.019518041014815878,-0.006598917297295147,-0.0113980245542676,0.00784957521240493,-0.005543096265713032
2020-02-25,-0.004706376581547826,-0.0021694956993664146,0.004453932508947859,-0.003923889981496475,-0.030461430547999387,0.005433118913875217,0.004390429576720576,-0.0021954102833122648,-0.010840366206719453,0.0035178011068134857,0.003792355335355724,-0.0047003288270087195,-0.002167314705755467,-0.009301565025243232,-0.0017858909208732972
2020-02-26,-0.01550429345083486,0.004173188210318371,-0.009443684908242921,0.0023810314783230513,-0.014059629162678973,-0.005900576458695389,-0.001104894050659202,-0.01660699811869277,0.0011514787314008722,-0.0037914756287990106,-0.017423561978092254,-0.013032427541123074,0.006051200840821597,0.00895555985551314,-0.0013190863977997193
2020-02-27,0.004047618120405054,0.0022384356331291047,0.0032962298212772787,0.012859840070802913,-0.015069983982142826,0.006764607323616149,-0.0038200895557782407,-0.0022425893425164615,-0.003022497304550653,-0.003751471166612771,-0.01226196191783023,0.0018333919925758591,0.0167094303278885,-0.0005613302044875575,-1.3850427351029448e-05
2020-02-28,-0.006872990371566685,-0.001174745464181013,0.0046616642603402566,-0.0037024244070433783,-0.0045380404105198665,0.00403264540163242,-0.009180047698190443,0.002524966270768727,0.008203217972614179,0.013599485416794848,-0.0009038200727693763,0.01367597239806718,0.010344098864815125,-0.00996212640371057,-0.012179385115931508
2020-03-02,-0.0030496363785440586,0.010289354925948615,-0.0007228700755999972,-0.006006575576577973,0.015522431800485618,0.0028690448800334735,-0.023205942757907383,0.0031716062629266657,0.005200406145708599,0.002256086544710945,0.004497121002319838,-0.0006727560892298656,-0.013183958696447399,-0.0037070400322045155,-0.009456157955562861
2020-03-03,-0.009327409107943808,-0.012630683491022815,0.004524890926396345,0.0009789614541262112,-0.004481653626807052,-0.006493379277303903,-0.00023423105021441994,0.010791947281124906,-0.02004215715498907,0.0037687652085089747,-0.005457119740177826,-0.01884585844979457,-0.019457030831639636,-0.009127834941352983,0.0021950955579305843
2020-03-04,0.003930629339800959,-0.009389815726777969,0.010170209914132618,0.014229834965161095,0.003960865849565569,-0.005914026678081097,0.011244191845103479,0.007553956956633302,0.008674074113549075,-0.006564636749715124,-0.028345545052746918,0.021167910214836824,-0.01610878403449941,-0.00035768071860218956,0.02380745351219751
2020-03-05,0.0033057675627436267,0.009492464735582427,-0.015023965693817143,-0.01777666954733701,-0.005327027919795678,0.01090749734434521,-0.0034624944764731305,-0.00794636321071489,0.0019796728994496983,0.010819352184772604,-0.014449401990733827,-0.012105429941233441,-0.007886692545093658,0.010946383747120857,0.002348215259487253
2020-03-06,0.021321534105704344,0.009364457258311039,-0.00035095176869663066,0.012650778380887578,0.00211497012731884,-0.007049213525074633,0.006799748442451161,-0.0069632665386107385,-0.0029039710080386253,0.013277826959579828,-0.0010128148621738552,-0.008031413873416302,-0.004643376914354951,0.01021790585588653,-0.005525406734167064
2020-03-09,-0.003868708468506397,-0.005102927396336419,0.0018392549434031083,-0.003854897603756052,-0.016018360489725263,-0.00887180941845038,-0.009327890415064408,0.012433193844551592,0.008126740421090612,0.005872593793998343,-0.00505358317264422,-0.00815791541993986,-0.005075176016573465,-0.010518801025516585,0.024972003915870147
2020-03-10,-0.022453216483714004,0.005640085350738184,-0.0128455229799252,-0.0010434349149470476,-0.00988001942493744,-0.011776289624826464,-0.011401963009349621,0.017549861537420428,-0.0013298842230959243,-0.007657021944780839,0.005557869640828692,0.00010349314566301005,0.007200337593416351,-0.01824256655937831,0.0030360390446200237
2020-03-11,0.007726948371023859,-0.0166159829111457,0.004481952844232886,0.016961815728281558,-0.00014857703354696382,0.008214059370248217,0.006705704503109156,-0.007075056975105921,0.0003976673458650636,-0.015669947108616022,-0.00451303037102519,0.002656879749662389,0.0072310049373781864,0.00024612125247928625,0.007199837301431733
2020-03-12,-0.011029062129553692,-0.0010169727455486208,0.0001927938451308382,0.018495912466796206,-0.0021416665620008425,-0.004990166379941768,0.00021351223843543162,-0.009191134448699484,0.0019275384906520603,-0.003650552165462621,-0.01791327548041202,-0.0005858655113386125,-0.0031754309393019885,-0.01632423302067987,-0.0006713415461451881
2020-03-13,0.014893559620744895,0.005213037482756889,0.0061192719273115755,-0.013414967255830437,0.004768983689222196,0.0014844958138007867,0.005290452383344366,0.004226286217088469,-0.013597807255038044,-0.0004140081155797316,-0.007578708604251675,-0.0005008409428483064,-0.008974009269018366,0.01312470367140999,-0.008589723884443509
2020-03-16,-0.008989421564655424,0.0007458640654357528,-0.010770990694039974,-0.004246633024328804,-0.008299645975379612,0.014111720638896109,0.007858038268311853,-0.0005746951846539148,-0.003912170521740247,0.009409176145751224,0.004052040803228978,0.004980524046828695,-0.00026192237344244395,-0.016882300277714347,-0.0011246598255954057
2020-03-17,-0.005324899192090578,0.006450552734598795,0.010118424329941962,-0.006579510447611594,0.004683852342770544,0.017358789976856893,-0.006677127205705513,0.016819217400731314,-0.008525858471706458,0.00022959755607959655,-0.00011145611841840578,0.00011498899870064869,-0.0083767804190794,-0.0059118310376442456,-0.006677202863593862
2020-03-18,0.003269625954044615,0.0033003511451031534,0.02225944331738252,0.013709890062910941,-0.005098432421384671,0.0032486961579620563,0.009971179807917568,0.00030601824338529236,-0.0006964157844694175,0.0005157494276988607,0.00867276628808433,-0.008483205228052416,-0.0032566946882016754,0.004704331448464768,0.0031144707155414714
2020-03-19,0.002395827598563818,-0.0036980116630381597,0.009725357891425424,0.021338682472045442,0.00406415493676213,-0.0019317670154984235,0.007557402888945401,-0.005391326367530105,-0.007496903447028869,0.0003280874761370441,-0.025827966329699418,-0.011539503636520166,-0.0034796185592084732,-0.013533888581477117,-0.010326431018921257
2020-03-20,-0.004367483374580003,-0.01642965293530604,-0.0040607179625983154,-0.005352701645328418,0.00025405208385003304,0.011541840304940185,0.0017250441649285467,0.00021062021342066643,0.000994544570306998,0.0022739277512112107,-0.01016738648609775,-0.0011477532477079044,0.0030875124183660685,-0.013707599825430586,0.008656529228158563
2020-03-23,0.010813760344581935,-0.00631375988449384,-0.002413377914530846,-0.008781903428100797,0.006993804835878303,-0.010612222874459152,-0.002224770102429126,-0.008589199078076712,0.0005095427701129929,-0.01794229271489707,0.013264616423656915,-0.009646064242062744,0.00059894683116274,-0.002125230447703113,-0.007621145119224959
2020-03-24,-0.008877801366359583,0.009363985435524459,-0.005256405931019427,0.002711701846373187,-0.008014968853943847,-0.0064718143184775275,0.004722471500878353,0.00930408496111127,-0.0017531640232703542,-0.01421919871640447,0.019979560797499994,-0.008565493082342047,-0.015415873996717924,0.02594424587768151,-0.004040322938509435
2020-03-25,-0.014617326882614091,-0.006834397667886872,0.0036754489602227494,0.0019031155759395174,-0.008517291972535833,0.018227236001279644,-0.0052157967799338276,-0.011846865904115675,0.009606933984606637,0.013290628465396947,-0.008174930976162313,-0.014013472930393133,0.010304382674155989,-0.020473236130579577,-0.012266216593966227
2020-03-26,0.009674461500502324,-0.000553525480223914,-0.002639373485926965,0.0035281660649438113,-0.0015277442354540908,-0.012986867221630886,0.012760753460061693,0.013250140528868056,0.0020533256377794967,0.000451340154320023,0.023396248060200558,-0.00276432845015835,-0.0025957698183404097,0.003644812492405041,0.014713219561423555
2020-03-27,0.01592770754417495,-0.0025857263167676863,0.0030833124595934422,-0.013780834670640807,-0.0031197610791620883,-0.008402903954793197,-0.010068317522989926,0.016815767162673207,-0.007922866618061337,-0.005316059080114483,0.0036584878791685897,0.012978252669736009,0.004811151263888496,0.02759355114021598,-0.0007466797825115523
2020-03-30,0.002587164402297343,0.002756006739840643,0.014350493867891487,0.005072389511096174,-0.001162297003871347,-0.009474885949068678,0.002444434559616429,0.014013448312919645,-0.004103817936578616,0.005289436184165654,0.002461477886848462,0.00863519658381318,-0.008047537406378622,0.0234664703052656,-0.012791611070282684
2020-03-31,-0.0036555108998603753,0.009380925409056436,0.0029673317249412586,0.008299861590811013,-0.004961023339825678,-0.0007480498268033364,0.00012231983638812956,0.015692596145359127,0.006904290243830452,0.007966721083646815,-0.006579260925367911,0.009688826385630473,0.002255816635687992,0.013891453156779343,0.020140601549184765
2020-04-01,-0.003067657760269942,-0.004063031304450596,-0.00864044991102367,-0.00143579511716323,-0.0038202544895038523,0.0035950439957101016,-0.0014456681693372946,-0.0036159928078163686,0.010645851361278586,-0.009378802311514563,0.004331079531513423,-0.004059417271884784,0.007243685048699651,0.013852615467222364,-0.0030309825342406354
2020-04-02,0.004410329072731461,0.0017879286573319168,-0.007994223995430937,0.0024078750974194964,0.0028912050527881905,0.004128708204461615,-0.0019839889682004936,0.0009419230031014031,-0.011476109448431337,-0.0035811407547986186,0.0055596267970978,0.008924738873315304,-0.004223148241252534,0.001047140294332749,0.0022805332512407486
2020-04-03,0.002014799467044222,0.005407735853003761,-0.01818077630383577,-0.0004932407014757949,0.002390336012467701,-0.010003303489537,0.0167398570701071,0.0016155926723817411,0.01563404745028934,-0.007905230218330814,-0.009073001215253168,0.002242522209656882,-0.01678688362828667,0.0021496559062609195,0.0009721923200292031
2020-04-06,0.010156652815421144,0.007010413411650929,-0.004174773498850242,-0.010974966547702455,0.01712305221343288,-0.007921150205651598,-0.010455245570694714,-0.010848560594614415,0.011173053155366626,-0.005189002044248585,-0.007537044661806112,0.0013768982590333515,-0.002069447105572884,-0.006780954607862515,0.007539914669784896
2020-04-07,0.010653154920979836,0.009853175089398718,0.0076691966966120515,0.00402625531130049,-0.01775887999961837,0.01669250806376963,0.0030198921035757297,0.006081564276006375,0.011149623229474107,0.014333525028819752,0.0041839801130918695,0.004355461592956618,-0.0059922427745972735,0.0003308975113875651,-0.008541612608143605
2020-04-08,-0.007199405321419049,-0.008935744023141972,-0.0015602389099730143,0.010490931879200123,0.0317097477329017,0.0018949963754790729,-0.013484130877561333,0.01264983329856255,-0.003007838764760309,-0.006606085939770076,0.0020984947792307587,-0.012406245995562205,0.0022246316400859854,-0.000883755231991502,0.000983779068154896
2020-04-09,0.0038141625420917064,0.0006749225724080788,0.00016338084112896362,0.0028431451899796475,0.00415400626171146,-0.010314824603152412,-0.014299912586854402,-0.0006163805217223363,-0.014327354899341041,0.0008753147092167768,0.009387468756823107,0.006071116719160405,-0.010481704068254782,-0.008602624519575233,0.003283012950007708
2020-04-10,-0.004012978051334959,-0.00316655295052109,0.005969064812479508,-0.009872866934576615,-0.0040123470991118865,-0.008000824760845923,-0.010431294980353705,-0.008570781886711594,0.0067746216934640325,0.0005182038948242358,-0.00879160628835068,-0.002311016075929927,-0.01638807307122183,-0.007333128075836621,0.021495745348672858
2020-04-13,-0.0009024384966576529,0.007316589270304044,-0.000654883751444927,0.003481692352418193,0.006632580896791702,-0.011046165975264829,-0.00030936257273946413,0.01578865194416495,-0.007955005500532946,-0.005664398537322215,-0.003076912773670142,0.0026902407317623304,0.005249178636458761,0.012674116548186396,0.004994982334686502
2020-04-14,-0.0006205312579834234,0.012591671296107946,0.007041110221415885,-0.014956795162570258,0.025263682403560042,0.01769921388196742,-0.001682142227670792,0.0037791010173846167,0.01324358749995832,-0.0017220079269689745,0.00730351790377018,0.011045784735714987,-0.010148259077344367,-0.006023318535828616,0.009214083978105787
2020-04-15,0.004608144771488311,0.009237965603139523,-0.0013256801465372098,-0.0028900521095422474,-0.019986394755833727,-0.011460004265074457,0.00047066094658509966,0.00824557219564222,0.005311783665356935,-0.0012824197402769681,-0.002717715664906955,0.002171796326382753,0.0007821118109214825,0.014045455149397213,0.0014644077047826273
2020-04-16,-0.014812459621972956,-0.01272558135032323,0.0151875933696357,-0.01171160461450073,0.007644974530335388,-0.0026837273520937794,-0.001697582939024984,-0.0013413278276842144,0.012213849594592164,-0.0019284182854395553,-0.0003331928284515593,-0.01530803497399492,0.0020669051170800184,0.005310425069780772,0.002391455806537832
2020-04-17,0.013978962610867233,0.0005517135478023884,0.0029897745611901687,0.016485040102681744,-0.015500141893581646,-0.00455825347799355,0.014261587520192558,0.009361291483111014,0.006783800988404684,0.008326507394644744,0.003270662091210081,0.016315974275322685,0.003777591697306955,0.002398671058952758,0.0015895867412564937
2020-04-20,0.0019286395555038354,-0.01157017280815863,0.007706730544633423,-0.0013043973378332513,0.018219150978604028,-0.0007565047058841814,0.004209182841756629,0.0024660218626134014,-0.006255570351092532,0.009921368285185117,0.019050636405600282,-0.00014777219659860746,-0.003004787855854065,-0.0035502873105536887,-0.01892361893317352
2020-04-21,-0.0017781314370301597,0.002509981160083249,0.010547579251802698,0.009600477411499235,-0.004164990824366821,-0.0027682299477388736,0.011239053056144454,-0.0017346389707287092,-0.0051002953975561975,0.013925184494342753,0.010375856670506264,0.00018791791774268432,-0.005937774477786697,-0.020118803192447025,0.0058970360557474635
2020-04-22,-0.00896369722552177,-0.01962732009140753,0.01584820527349027,0.006479677910098809,-0.01139008193116967,-0.012144013829592645,0.008709617821716044,-0.008779706165358645,0.012961498675278956,0.006164593126261589,0.005365965205668341,0.0040469545561430805,0.001914508720239023,0.00880511199177122,-0.004540803625156118
2020-04-23,0.0008595197343439374,0.007519465876771873,0.00562989718586115,-0.011949868052686637,-0.005004096673042644,0.0025280350541916513,-0.0040801470903989966,0.01774658560973331,-0.0039315319475412055,-0.0016221844757669278,0.0076943017817730375,0.003305327432349003,-0.0014527445720476785,-0.007564935288807644,0.0030151405739675297
2020-04-24,0.010390964403783766,0.004790952240982281,-0.007781835214561168,0.017367749569767114,-0.014465778900358916,-0.015826856418027835,0.009605572244572355,0.0022584047860267093,-0.005494985463040396,-0.01098570727555322,0.02320799839280311,0.0011709087215543818,0.0053420117084576725,0.0031788509723818872,0.00434807957731159
2020-04-27,0.005400944605248157,0.007324240097548814,-0.003752224007606885,-0.0029164198635183805,-0.01741022808358906,-0.00780304406501544,0.0027111279644672207,0.010450233755026924,0.005990395263761725,-0.003406923438779408,-0.012631729120851448,-0.02777359145427429,0.011517339747807847,-0.005892289865101334,-0.004484650062040548
2020-04-28,0.0013157396790807164,-0.014055600473918808,-0.0034978218011152986,0.02023471949769969,0.0050538693857733775,0.0035924915651346424,-0.01582494477981768,0.022436018945826256,-0.014227949086263403,0.019223247554444024,-0.02115056015187815,0.014053654387244265,0.016180542690002315,-0.008244091213278267,0.0042258037227288275
2020-04-29,0.005474805721046768,-0.008137944832312984,-0.014491176107369358,-0.013177173431407736,0.005410082199598155,-0.0008511560251941068,-0.005643010333021615,0.00966768011166465,0.005080679093914972,-0.007554627263656209,-0.012012015190173938,0.005232617386880709,-0.005375833685580468,0.0009920486253149603,0.015762989726277283
2020-04-30,0.005023282400747869,-0.008622669997532447,0.0016066118981976998,-0.009526449528153826,0.01608522155948736,-0.005615787496032218,0.002072707469736228,0.0030773257467942945,0.00159250468373701,-0.019585489551365326,-0.014464210639833204,-0.004523502755690824,0.003194318333315338,-0.0013777921428576921,-0.009571474731510184
2020-05-01,-0.01348424319121715,-0.004015575444993386,-0.004684760446797181,0.00512836457592754,-0.0032631846215832373,0.0060270765642932945,-0.0059464976972041375,-0.0025595766921427316,-0.0034804637964260627,-0.007823669669021007,0.006251186564337234,-0.00813595997094517,-0.005216415099706248,-0.0007311964594819441,-0.012973796559567248
2020-05-04,-0.0032493495832049634,-0.007113063597428102,-0.0038815419248226057,-0.0005992800267109503,-0.007999136231406748,-0.0022007577982034836,0.013086687523521828,-0.0002579855825448832,0.011452621730192188,0.003464944420067734,0.007741606098188057,-0.007744589687708294,0.0010490716508550892,0.00133912922615483,-0.006126257388749432
2020-05-05,-0.008228283242942763,-0.01490265387907302,0.014961396369516372,-0.00972402889352494,0.01346221073222315,-0.0046749317365784365,-0.008624932997247352,0.006225191403050009,-0.0063119194174685225,0.005684589189242647,-0.0033281176485220375,0.004804244961177969,-0.009681860639071059,0.008313510579847801,0.004879726826630071
2020-05-06,-0.009196506900626565,0.026429357210147476,0.005401230264005023,0.022904670705305386,0.016002678187487542,-0.001888347802177895,-0.004122717546045464,-0.00403459183420804,-0.018300285504278067,-0.006958351193495532,0.00246766023979964,0.015259575608847982,-0.007727718829781964,0.00882056599362999,-0.012525933415033283
